codigo,nombre,estado,tipo,region,comuna,hospital,monto_estimado,moneda,fecha_publicacion,fecha_cierre,fecha_adjudicacion,cantidad_items,date_scraped
3935-88-LE26,CONTRATACION SERVICIO DE MAMOGRAFIAS Y ECOTOMOGRAFIA MAMARIA PARA DEPARTAMENTO DE SALUD MUNICIPAL DE FREIRE,Publicada,LE,Región de la Araucanía,Freire,I MUNICIPALIDAD DE FREIRE,,CLP,2026-09-03,2026-09-14,2026-10-30,2,2026-09-03
4401-54-LE26,SC 656 ADQUISICIÓN INSUMOS  CANASTA PIE DIABETICO FOFAR,Adjudicada,LE,Región del Maule,San Clemente,I MUNICIPALIDAD DE SAN CLEMENTE,13217045.0,CLP,2026-08-11,2026-08-21,2026-09-03,15,2026-09-03
564162-117-L126,SOLICITUD N°92978 - INSUMOS LABORATORIO - CC112 / PS1931,Publicada,L1,Región Metropolitana de Santiago,Estación Central,UNIVERSIDAD DE SANTIAGO DE CHILE,7135500.0,CLP,2026-09-03,2026-09-10,2026-10-26,20,2026-09-03
1003473-60-LE26,CONTRATO DE SUMINISTRO DE SONDAS NELATON GOMA ROJA PARA EL HOSPITAL SAN JUAN DE DIOS DE CURICÓ,Adjudicada,LE,Región del Maule,,SERVICIO DE SALUD DEL MAULE HOSPITAL DE CURICO,,CLP,2026-07-08,2026-07-20,2026-09-03,10,2026-09-03
1057509-201-LE26,“CONVENIO MANTENCIÓN PREVENTIVA Y CORRECTIVA DE CLÍNICAS DENTALES”  BRD,Adjudicada,LE,Región del Ñuble,Chillán,HOSPITAL CLINICO HERMINDA MARTIN,12180060.0,CLP,2026-07-20,2026-07-27,2026-09-03,1,2026-09-03
1242123-3-LR26,CONVENIO DE SUMINISTRO DE REACTIVOS PARA TÉCNICA DE QUIMIOLUMINISCENCIA CON EQUIPAMIENTO ASOCIADO PARA LA UNIDAD DE BANCO DE SANGRE DEL HOSPITAL PROVINCIAL DE OVALLE,Adjudicada,LR,Región de Coquimbo,,SERVICIO DE SALUD COQUIMBO HOSPITAL DE O,638000000.0,CLP,2026-06-10,2026-07-13,2026-09-03,7,2026-09-03
4401-53-LE26,SC 654 INSUMOS CANASTA ULCERA VENOSA FOFAR,Adjudicada,LE,Región del Maule,San Clemente,I MUNICIPALIDAD DE SAN CLEMENTE,,CLP,2026-08-10,2026-08-20,2026-09-03,18,2026-09-03
4738-12-LE26,VIAJE PARA FUNCIONARIOS AFILIADOS AL SERVICIO DE BIENESTAR INSTITUCIONAL DE SALUD DE LA MUNICIPALIDAD DE CODEGUA,Cerrada,LE,Región del Libertador General Bernardo O´Higgins,Codegua,I MUNICIPALIDAD DE CODEGUA,17760000.0,CLP,2026-08-24,2026-09-03,2026-09-14,1,2026-09-03
1057532-63-LE26,ADQUISICIÓN DE KITS PARA DETECCIÓN DE VIRUS Y BACTERIAS RESPIRATORIAS POR MÉTODO INMUNOCROMATOGRÁFICO TEST RÁPIDO PARA EL SERVICIO DE SALUD OSORNO.,Adjudicada,LE,Región de los Lagos,Osorno,SERVICIO DE SALUD OSORNO,,CLP,2026-07-29,2026-08-10,2026-09-03,1,2026-09-03
1057544-263-LE26,COMPRA POR SUMINISTRO DE PAPEL GRADO MÉDICO PARA UNIDAD DE ESTERILIZACIÓN HOSPITAL LAS HIGUERAS,Adjudicada,LE,Región del Biobío,Talcahuano,SERVICIO DE SALUD DE TALCAHUANO HOSPITAL,41000000.0,CLP,2026-08-05,2026-08-17,2026-09-03,6,2026-09-03
1075963-383-LE26,ADQUISICIÓN INSUMOS DE CONTADOR HEMATOLÓGICO EXTENSOR TEÑIDOR DE FROTIS Y VHS,Publicada,LE,Región de Arica y Parinacota,Santiago,SERVICIO DE SALUD ARICA HOSP DR JUAN NOE CREVANI,,CLP,2026-09-03,2026-09-14,2027-03-15,15,2026-09-03
1237328-52-LP26,LAVADORA DESINFECTADORA DE INSTRUMENTAL MÉDICO,Publicada,LP,Región de Magallanes y de la Antártica,Punta Arenas,CORP MUNICIPAL DE PUNTA ARENAS PARA LA EDUCACION SALUD Y AT AL MENOR,,CLP,2026-09-03,2026-09-23,2026-11-25,1,2026-09-03
1237328-61-LE26,SUMINISTRO DE INSUMOS DENTALES PRAPS,Cerrada,LE,Región de Magallanes y de la Antártica,Punta Arenas,CORP MUNICIPAL DE PUNTA ARENAS PARA LA EDUCACION SALUD Y AT AL MENOR,,CLP,2026-08-24,2026-09-03,2026-11-02,85,2026-09-03
514862-116-LE26,10032906 LICI. INSUMOS DENTALES 2026 FALTANTES,Publicada,LE,Región Metropolitana de Santiago,Peñalolén,CORPORACION MUNICIPAL DE PENALOLEN PARA EL DESARROLO SOCIAL CORMUP,22000000.0,CLP,2026-09-03,2026-09-21,2026-10-20,24,2026-09-03
1003473-7-LP26,CONTRATO DE SUMINISTRO DE ALCOHOL PARA EL HOSPITAL SAN JUAN DE DIOS DE CURICÓ,Adjudicada,LP,Región del Maule,Curicó,SERVICIO DE SALUD DEL MAULE HOSPITAL DE CURICO,,CLP,2026-05-04,2026-05-19,2026-09-03,6,2026-09-03
1057489-207-LP26,CONVENIO DE SUMINISTRO DE INSUMOS PARA ENA PROFILE Y ENA SCREENING CON INCORPORACIÓN DE EQUIPAMIENTO.,Adjudicada,LP,Región Metropolitana de Santiago,Providencia,SERVICIO DE SALUD ORIENTE HOSPITAL DEL SALVADOR,111206250.0,CLP,2026-07-15,2026-08-04,2026-09-03,1,2026-09-03
2099-42-LE26,ADQ EQUIPOS DE LABORATORIO SEREMI SALUD MAGALLANE,Cerrada,LE,Región de Magallanes y de la Antártica,Punta Arenas,SUBSECRETARIA DE SALUD PUBLICA,22365000.0,CLP,2026-08-20,2026-09-03,2026-09-11,8,2026-09-03
3890-138-L126,ADQUISICION DE MATERIALES Y UTILES QUIRURGICOS PARA CUIDADORAS DE RESPIRO DEL PROGRAMA DE DISCAPACIDAD,Desierta (o art. 3 ó 9 Ley 19.886),L1,Región Metropolitana de Santiago,Las Condes,I MUNICIPALIDAD DE FREIRE,500000.0,CLP,2026-07-20,2026-07-27,2026-09-03,1,2026-09-03
568658-63-LE26,ADQUISICION DE INSUMOS CLINICOS DROGUERIA,Cerrada,LE,Región de Valparaíso,Viña del Mar,CORPORACION MUNICIPAL VINA DEL MAR PARA EL DESARROLLO SOCIAL,11252240.0,CLP,2026-08-19,2026-09-03,2026-09-24,4,2026-09-03
619133-106-LE26,CONVENIO SUMINISTRO ADQUISICION DE SISTEMA COMPRESIVO 2 CAPAS PARA EL HOSPITAL SAN CAMILO,Publicada,LE,Región de Valparaíso,San Felipe,SERVICIO SALUD SAN FELIPE LOS ANDES HOSP,,CLP,2026-09-03,2026-09-14,2026-12-29,1,2026-09-03
2582-49-LP26,MANTENIMIENTO DE ASCENSORES DE LA RED DE SALUD,Cerrada,LP,Región Metropolitana de Santiago,Santiago,I MUNICIPALIDAD DE SANTIAGO,,CLP,2026-08-13,2026-09-03,2026-11-03,1,2026-09-03
1059109-16-LE26,MATERIALES DEPORTIVOS E INSUMOS TÉCNICOS,Publicada,LE,Región del Ñuble,Chillán,INSTITUTO NACIONAL DE DEPORTES DE CHILE,12862000.0,CLP,2026-09-03,2026-09-14,2026-10-05,3,2026-09-03
4193-28-LE26,SUMINISTRO DE INTERNET PARA LA DIRECCIÓN DE SALUD,Publicada,LE,Región de Atacama,Caldera,I MUNICIPALIDAD DE CALDERA,52000000.0,CLP,2026-09-03,2026-09-14,2026-09-30,1,2026-09-03
924-25-LE26,CURSOS DE CAPACITACIÓN PARA LA SEREMI DE SALUD RM,Publicada,LE,Región Metropolitana de Santiago,Santiago,SUBSECRETARIA DE SALUD PUBLICA,16331599.0,CLP,2026-09-03,2026-09-14,2026-09-24,3,2026-09-03
1057509-233-LP26,CONVENIO SUMINISTRO DE INSUMOS PARA LA ADMINISTRACION DE TERAPIA NEBULIZADA CON EQUIPO EN COMODATO CRP,Cerrada,LP,Región del Ñuble,Chillán,HOSPITAL CLINICO HERMINDA MARTIN,,CLP,2026-08-14,2026-09-03,2026-09-21,1,2026-09-03
1233600-53-LE26,CONCESIÓN DE QUIOSCOS SALUDABLE,Publicada,LE,Región Metropolitana de Santiago,Renca,CORP MUNICIPAL DE RENCA,,CLF,2026-09-03,2026-09-23,2026-10-05,4,2026-09-03
2381-63-LE26,ADQUISICIÓN CUARTA COMPRA 2026 DE FARMACOS,Publicada,LE,Región de Atacama,Copiapó,I MUNICIPALIDAD DE COPIAPO,,CLP,2026-09-03,2026-09-16,2026-10-06,162,2026-09-03
2952-14-LE26,ADQUISICIÓN DE INSUMOS ELECTRÓNICOS,Cerrada,LE,Región del Biobío,Talcahuano,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,45000.0,USD,2026-08-21,2026-09-03,2026-09-11,1,2026-09-03
4635-7-LE26,SUMINISTRO DE INSUMOS  DENTALES DE USO GENERAL  PARA  LA SUBDIRECCIÓN ODONTOLÓGICA DEL HOSPITAL DE CARABINEROS POR 24 MESES.,Adjudicada,LE,Región Metropolitana de Santiago,Providencia,DIRECCION DE LOGISTICA DE CARABINEROS,,CLP,2026-06-17,2026-06-30,2026-09-03,35,2026-09-03
