codigo,nombre,estado,tipo,region,comuna,hospital,monto_estimado,moneda,fecha_publicacion,fecha_cierre,fecha_adjudicacion,cantidad_items,date_scraped
1660-102-L126,"CONVENIO DE SUMINSTRO PARA ADQUISICIÓN DE SOLUCIÓN ÁCIDA SUAVE REVITALIZADORA, ABRILLANTADORA Y REMOVEDORA DE ÓXIDO PARA INSTRUMENTAL QUIRÚRGICO DE ACERO INOXIDABLE CON ENTREGA PARCIALIZADA",Publicada,L1,Región de Coquimbo,Salamanca,SERVICIO SALUD COQUIMBO HOSP DE SALAMANC,,CLP,2026-06-03,2026-06-11,2026-06-30,1,2026-06-03
1057540-40-LP26,CONVENIO DE SUMINISTRO DE COLCHONES CLÍNICOS Y COLCHONETAS CLÍNICAS E INMOVILIZADORES ADULTOS Y PEDIATRICOS DESTINADO A CUBRIR LAS NECESIDADES DE DISTINTAS UNIDADES CLÍNICAS DEL HOSPITAL PENCO LIRQUÉN,Adjudicada,LP,Región del Biobío,Penco,SERVICIO SALUD TALCAHUANO HOSPITAL PENCO-LIRQUEN,,CLP,2026-04-16,2026-04-27,2026-06-03,8,2026-06-03
2805-11-L126,ADQUISICION DE MEDICAMENTOS PARA FARMACIA COMUNITARIA  AÑO 2026,Publicada,L1,Región de los Lagos,Llanquihue,I MUNICIPALIDAD DE LLANQUIHUE,,CLP,2026-06-03,2026-06-09,2026-06-19,10,2026-06-03
3328-57-LR26,SERVICIOS DE FARMACIA,Publicada,LR,Región Metropolitana de Santiago,Las Condes,FUERZA AEREA DE CHILE COMANDO LOGISTICO,,CLF,2026-06-03,2026-07-03,2026-08-06,1,2026-06-03
3912-14-LE26,MEJ. SANITARIO ESCUELA MARIA ISABEL PERALTA,Publicada,LE,Región de Coquimbo,Paihuano,I MUNICIPALIDAD PAIHUANO,,CLP,2026-06-03,2026-06-15,2026-06-18,1,2026-06-03
5350-5-R126,SERVICIO DE MATENCION PREVENTIVA DE EQUIPAMIENTO DE LOS ESTACIMIENTOS DE SALUD APS 2026,Adjudicada,LE,Región de Atacama,,I MUNICIPALIDAD DE VALLENAR,,CLP,2026-03-20,2026-04-10,2026-06-03,8,2026-06-03
705290-36-LR26,SERVICIOS MÉDICOS UNIDAD DE EMERGENCIA INFANTIL,Adjudicada,LR,Región Metropolitana de Santiago,,SERVICIO SALUD OCCIDENTE HOSPITAL DR FELIX BULNES CERDA,654750000.0,CLP,2026-03-27,2026-04-27,2026-06-03,2,2026-06-03
1242121-12-LE26,ADQUISICIÓN DE MATERIALES DE GASFITERÍA CERRADURAS Y ACCESORIOS PARA EL HOSPITAL DE OVALLE,Publicada,LE,Región de Coquimbo,Ovalle,SERVICIO DE SALUD COQUIMBO HOSPITAL DE O,,CLP,2026-06-03,2026-06-15,2026-07-14,117,2026-06-03
4493-14-LE26,ADQUISICIÓN DE INSUMOS DENTALES PARA CESFAM PENCO,Publicada,LE,Región del Biobío,Penco,I MUNICIPALIDAD DE PENCO,17846506.0,CLP,2026-06-03,2026-06-12,2026-06-17,75,2026-06-03
1398-49-LE26,MATERIALES MANTENIMIENTO EQUIPOS MÉDICOS,Publicada,LE,Región del Libertador General Bernardo O´Higgins,Rancagua,SERVICIO DE SALUD LIBERTADOR BDO OHIGGINS,,CLP,2026-06-03,2026-06-18,2026-07-28,35,2026-06-03
2335-35-LE26,INSUMOS CLINICOS OP 202-203-206-207,Publicada,LE,Región del Maule,Linares,I MUNICIPALIDAD DE LINARES,12300000.0,CLP,2026-06-03,2026-06-15,2026-07-23,18,2026-06-03
2780-33-L126,COMPRA DE INSUMOS E IMPLEMENTOS DE REHABILITACION,Publicada,L1,Región de Valparaíso,La Ligua,I MUNICIPALIDAD DE LA LIGUA,,CLP,2026-06-03,2026-06-09,2026-06-15,14,2026-06-03
1736-60-LE26,INSUMOS QUIRURGICOS VETERINARIOS,Cerrada,LE,Región Metropolitana de Santiago,El Bosque,I MUNICIPALIDAD DE LA COMUNA DE EL BOSQUE,,CLP,2026-05-22,2026-06-03,2026-07-06,4,2026-06-03
2101-81-L126,INSUMOS UNIDAD DE IMAGENOLOGIA,Cerrada,L1,Región del Biobío,Cañete,HOSPITAL INTERCULTURAL KALLVU LLANKA.-,6105000.0,CLP,2026-05-27,2026-06-03,2026-07-03,3,2026-06-03
