codigo,nombre,estado,tipo,region,comuna,hospital,monto_estimado,moneda,fecha_publicacion,fecha_cierre,fecha_adjudicacion,cantidad_items,date_scraped
1058097-23-LR26,ADQUISICIÓN DE ALBUMINA HUMANA POR CONVENIO DE SUMINISTRO PARA EL HOSPITAL PADRE ALBERTO HURTADO,Publicada,LR,Región Metropolitana de Santiago,San Ramón,HOSPITAL PADRE ALBERTO HURTADO,2290000000.0,CLP,2026-08-31,2026-09-30,2026-12-29,1,2026-08-31
1627-109-LE26,“INSUMOS CLÍNICOS 51 PLAN DE COMPRAS 2026” DEL HOSPITAL SAN FERNANDO.,Publicada,LE,Región del Libertador General Bernardo O´Higgins,San Fernando,SERVICIO DE SALUD HOSPITAL DE SAN FERNANDO,,CLP,2026-08-31,2026-09-10,2026-11-17,37,2026-08-31
1627-110-LP26,SUMINISTRO DE INSUMOS TRAUMATOLÓGICOS EN CONSIGNACIÓN PARA CIRUGÍAS DE ARTROPLASTIA TOTAL DE CADERA DE REVISIÓN CON COMODATO DE INSTRUMENTAL PARA EL HOSPITAL DE SAN FERNANDО,Publicada,LP,Región del Libertador General Bernardo O´Higgins,San Fernando,SERVICIO DE SALUD HOSPITAL DE SAN FERNANDO,,CLP,2026-08-31,2026-09-21,2027-01-04,1,2026-08-31
4238-67-L126,INSUMOS Y EQUIPAMIENTO PARA DIFUSIÓN INSTITUCIONAL - DAS,Adjudicada,L1,Región del Biobío,Curanilahue,I MUNICIPALIDAD DE CURANILAHUE,,CLP,2026-08-10,2026-08-17,2026-08-31,4,2026-08-31
1057545-100-L126,INSUMOS PARA SOPORTE ATENCIONES RUTA MEDICA,Publicada,L1,Región de Los Ríos,Valdivia,SERVICIO DE SALUD LOS RIOS,1800000.0,CLP,2026-08-31,2026-09-07,2026-10-07,4,2026-08-31
1180877-9-LP26,ADQUISICIÓN DE INSTRUMENTAL PARA CIRUGÍAS LAPAROSCÓPICAS PARA EL HOSPITAL EDUARDO PEREIRA,Adjudicada,LP,Región de Valparaíso,Valparaíso,SERVICIO DE SALUD VALPARAISO SAN ANTONIO,356212786.0,CLP,2026-06-25,2026-07-15,2026-08-31,2,2026-08-31
4318-11-LE26,MEJ. SISTEMA SERVICIOS SANITARIOS RURALES DIVERSOS SECTORES CHONCHI,Adjudicada,LE,Región de los Lagos,Chonchi,I MUNICIPALIDAD DE CHONCHI,64208960.0,CLP,2026-07-06,2026-07-30,2026-08-31,1,2026-08-31
948806-76-LE26,ADQUISICIÓN DE KIT DE PRÓTESIS DE CADERA CEMENTADA PARCIAL TIPO THOMPSON EN MODALIDAD DE CONSIGNACIÓN DEFINITIVA POR SISTEMA DE SUMINISTRO PARA EL HOSPITAL DIPRECA,Adjudicada,LE,Región Metropolitana de Santiago,Las Condes,FONDO HOSPITAL DE LA DIRECCION DE PREVISION DE CARABINEROS DE CHILE,69000000.0,CLP,2026-06-01,2026-06-11,2026-08-31,1,2026-08-31
948806-82-LE26,ADQUISICIÓN DE KIT SEPARADOR TIPO LONE STAR O SIMILAR EN MODALIDAD DE CONSIGNACIÓN EN TRÁNSITO POR SISTEMA DE SUMINISTRO PARA EL HOSPITAL DIPRECA,Adjudicada,LE,Región Metropolitana de Santiago,Las Condes,FONDO HOSPITAL DE LA DIRECCION DE PREVISION DE CARABINEROS DE CHILE,70000000.0,CLP,2026-06-24,2026-07-06,2026-08-31,1,2026-08-31
1057501-391-LE26,CONVENIO INSUMOS VARIOS SERVICIOS IV,Adjudicada,LE,Región Metropolitana de Santiago,Puente Alto,COMPLEJO ASISTENCIAL DR. SOTERO DEL RIO,,CLP,2026-07-14,2026-08-10,2026-08-31,6,2026-08-31
1057931-14-LP26,AD MICROSCOPIOS ANATOMIA PATOLOGICA HOSPITAL HIGUE,Adjudicada,LP,Región del Biobío,Talcahuano,DIRECCION SERVICIO DE SALUD TALCAHUANO,96600000.0,CLP,2026-07-31,2026-08-11,2026-08-31,1,2026-08-31
1447778-2-B226,PROPUESTA PRIVADA DENOMINADA “SISTEMA DE REEMBOLSO COMPLEMENTARIO DE SALUD Y DENTAL PARA EL SERVICIO DE BIENESTAR DEL SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DE LLANQUIHUE”,Desierta (o art. 3 ó 9 Ley 19.886),B2,Región de los Lagos,,SERVICIO LOCAL DE EDUCACION PUBLICA DE LLANQUIHUE,,CLF,2026-07-27,2026-08-17,2026-08-31,1,2026-08-31
