codigo,nombre,estado,tipo,region,comuna,hospital,monto_estimado,moneda,fecha_publicacion,fecha_cierre,fecha_adjudicacion,cantidad_items,date_scraped
1057492-61-LE26,SUMINISTRO DE INSUMOS PARA CIRUGÍA RENAL BAJA POTENCIA CON EQUIPOS EN COMODATO,Adjudicada,LE,Región Metropolitana de Santiago,,HOSPITAL ORIENTE DR LUIS TISNE BROUSSE,,CLP,2026-04-17,2026-04-27,2026-06-15,1,2026-06-15
1057547-256-LR26,CONVENIO DE INSUMOS V,Publicada,LR,Región de Los Ríos,Valdivia,SERVICIO DE SALUD VALDIVIA HOSPITAL BASE,385000000.0,CLP,2026-06-15,2026-07-15,2026-10-13,25,2026-06-15
1497-10-L126,SERVICIOS DE DIFUSION RADIAL PROGRAMA ZOONOSIS SEREMI SALUD REGION DE LOS RIOS,Publicada,L1,Región de Los Ríos,Valdivia,SUBSECRETARIA DE SALUD PUBLICA,,CLP,2026-06-15,2026-06-23,2026-07-03,7,2026-06-15
1549-181-LR25,SUMINISTRO DE INSUMOS PARA FRACTURA DE MANO,Adjudicada,LR,Región Metropolitana de Santiago,Independencia,SERVICIO DE SALUD METROPOLITANA NORTE HOSPITAL SAN JOSE,4840920000.0,CLP,2025-10-27,2025-11-26,2026-06-15,22,2026-06-15
1947-84-LP26,214 ADQUISICIÓN DE ESOMEPRAZOL DE ACUERDO A DETALLE PARA EL HOSPITAL DE NIÑOS DR. ROBERTO DEL RÍO CFO,Adjudicada,LP,Región Metropolitana de Santiago,,SERVICIO DE SALUD NORTE HOSPITAL ROBERTO DEL RIO,,CLP,2026-05-08,2026-05-28,2026-06-15,1,2026-06-15
2292-6-LE26,SERVICIOS DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LOS EQUIPOS AUTOCLAVES DEL DEPARTAMENTO DE SALUD DE LA COMUNA DE TALCA,Adjudicada,LE,Región del Maule,Cauquenes,I MUNICIPALIDAD DE TALCA,34000000.0,CLP,2026-04-09,2026-04-20,2026-06-15,2,2026-06-15
3970-2-LE26,INSUMOS COMPUTACIONALES PARA LAS OF DE DPTO OS9,Publicada,LE,Región Metropolitana de Santiago,Ñuñoa,DIRECCION DE LOGISTICA DE CARABINEROS,,CLP,2026-06-15,2026-06-25,2026-07-03,1,2026-06-15
4642-60-CO26,SUMINISTRO Y DESCARGA DE COMBUSTIBLE DIÉSEL PARA CALDERAS Y GRUPOS ELECTRÓGENOS DE LOS CENTROS MÉDICOS Y DENTALES DE CONCEPCIÓN PUERTO MONTT TEMUCO COYHAIQUE Y CONSULTORIO SAN ANTONIO POR UN PERIODO DE 12 MESES Y EL CENTRO MÉDICO Y DENTAL TALCA,Adjudicada,CO,Región Metropolitana de Santiago,,DIRECCION DE LOGISTICA DE CARABINEROS,,CLP,2026-05-11,2026-05-18,2026-06-15,7,2026-06-15
1057404-59-LE26,INSUMOS DE LABORATORIO–PROGRAMACION DE COMPRAS II TRIMESTRE,Publicada,LE,Región del Biobío,Arauco,SERVICIO DE SALUD ARAUCO HOSPITAL DE ARAUCO,11923800.0,CLP,2026-06-15,2026-06-22,2026-07-31,23,2026-06-15
1350296-50-L126,CONVENIO DE SUMINISTRO DE FRESAS QUIRÚRGICAS DENTALES PARA EL HOSPITAL DE ALTO HOSPICIO POR 24 MESES,Adjudicada,L1,Región Metropolitana de Santiago,Las Condes,HOSPITAL DE ALTO HOSPICIO,5760266.0,CLP,2026-05-06,2026-05-18,2026-06-15,7,2026-06-15
1947-95-LE26,217-ADQUISICIÓN DE MEDICAMENTOS OFTALMOLÓGICOS PARA EL HOSPITAL DE NIÑOS DR. ROBERTO DEL RIO CFO,Adjudicada,LE,Región Metropolitana de Santiago,Independencia,SERVICIO DE SALUD NORTE HOSPITAL ROBERTO DEL RIO,,CLP,2026-05-18,2026-05-28,2026-06-15,8,2026-06-15
2126-72-LE26,SERVICIO DE HABILITACIÓN DE DISPOSITVO EXTERNO HOSPITAL DIA DEL HOSPITAL SAN PABLO DE COQUIMBO,Publicada,LE,Región de Coquimbo,,SERVICIO DE SALUD COQUIMBO HOSPITAL DE COQUIMBO,23948024.0,CLP,2026-06-15,2026-06-25,2027-03-02,1,2026-06-15
2311-20-L126,MANTENCION ANUAL EXTINTORES PARA LAS DEPENDENCIAS DE SALUD DE MOLINA,Desierta (o art. 3 ó 9 Ley 19.886),L1,Región del Maule,Molina,ILUSTRE MUNICIPALIDAD DE MOLINA,2200000.0,CLP,2026-05-20,2026-05-28,2026-06-15,1,2026-06-15
983344-3-L126,INSUMOS DENTAL MZS,Desierta (o art. 3 ó 9 Ley 19.886),L1,Región de los Lagos,Puerto Varas,DIVISION LOGISTICA DEL EJERCITO,1711500.0,CLP,2026-06-03,2026-06-10,2026-06-15,1,2026-06-15
1057489-174-LE26,SERVICIO DE INTERNET DEDICADO FIBRA ÓPTICA POR 36 MESES PARA EL HOSPITAL DEL SALVADOR POR 36 MESES,Publicada,LE,Región Metropolitana de Santiago,Providencia,SERVICIO DE SALUD ORIENTE HOSPITAL DEL SALVADOR,55946556.0,CLP,2026-06-15,2026-06-30,2026-09-15,1,2026-06-15
1389488-28-LE26,INSUMOS GASTRONOMÍA PARA LAS ESPECIALIDADES TP,Publicada,LE,Región del Maule,Linares,SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DE LOS ÁLAMOS,8969800.0,CLP,2026-06-15,2026-06-25,2026-07-10,1,2026-06-15
1703-11-LE26,CONTRATACION DE SERVICIOS DE LAVANDERIA PARA EL HOSPITAL DR. MARIO SANCHEZ VERGARA” AÑO 2026.,Publicada,LE,Región de Valparaíso,La Calera,HOSPITAL DR MARIO SANCHEZ VERGARA LA CALERA,,CLP,2026-06-15,2026-06-25,2026-06-26,1,2026-06-15
2585-59-LE26,ADQ. INSUMOS PARA VIVERO DIMAO ORD N° 4402026 LSV IMA,Publicada,LE,Región de Arica y Parinacota,Arica,I MUNICIPALIDAD DE ARICA,30000000.0,CLP,2026-06-15,2026-06-25,2026-07-31,21,2026-06-15
3545-20-R126,"EQUIPOS MEDICOS PARA EL CCM ""VALDIVIA""",Adjudicada,L1,Región de la Araucanía,Temuco,DIVISION LOGISTICA DEL EJERCITO,,CLP,2026-05-06,2026-05-12,2026-06-15,3,2026-06-15
