codigo,nombre,estado,tipo,region,comuna,hospital,monto_estimado,moneda,fecha_publicacion,fecha_cierre,fecha_adjudicacion,cantidad_items,date_scraped
2366-1069-L112,INSUMOS PROG. MEDIC. PREV. M:300 LABORATORIO,Revocada,L1,Región de Arica y Parinacota,Arica,I MUNICIPALIDAD DE ARICA,,CLP,2012-12-13,2012-12-19,2012-12-27,3,2026-07-28
2366-811-L112,IMPLEMENTOS MEDICOS P/ AMBULANCIA E-6/SS.GRALES M:237,Revocada,L1,Región de Arica y Parinacota,Arica,I MUNICIPALIDAD DE ARICA,,CLP,2012-10-08,2012-10-16,2012-10-24,7,2026-07-28
1057402-117-LE26,MANTENCIÓN PREVENTIVA Y CORRECTIVA A LA RED DE EXTINCIÓN DE INCENDIO DEL HOSPITAL CLÍNICO DE MAGALLANES,Publicada,LE,Región de Magallanes y de la Antártica,,HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA,,CLP,2026-07-28,2026-08-07,2026-10-12,1,2026-07-28
5347-306-L110,INSUMOS DENTALES M:43,Revocada,L1,Región de Arica y Parinacota,Arica,I MUNICIPALIDAD DE ARICA,,CLP,2010-11-05,2010-11-08,2010-11-11,2,2026-07-28
1191382-13-LP26,PP 616-2026  SUMINISTRO PARA EL ABASTECIMIENTO DE MEDICAMENTOS PARA COBERTURA DE RECETAS DE USUARIOS DE FARMACIAS MUNICIPALES DE VALDIVIA-SOLICITUD N° 6144-2026.,Publicada,LP,Región de Los Ríos,Valdivia,I MUNICIPALIDAD VALDIVIA,170000000.0,CLP,2026-07-28,2026-08-19,2026-09-17,1,2026-07-28
948355-49-LE26,ADQUISICIÓN DE HIALURONATO DE SODIO 75 MG3 ML JERINGA PRECARGADA POR SISTEMA DE SUMINISTRO PARA EL HOSPITAL DE LA DIRECCIÓN DE PREVISIÓN DE CARABINEROS DE CHILE.,Desierta (o art. 3 ó 9 Ley 19.886),LE,Región Metropolitana de Santiago,Las Condes,FONDO HOSPITAL DE LA DIRECCION DE PREVISION DE CARABINEROS DE CHILE,10000000.0,CLP,2026-06-24,2026-07-02,2026-07-28,1,2026-07-28
2366-915-L112,INSUMOS CURACION PIE DIABETICO-DGS M/354,Revocada,L1,Región de Arica y Parinacota,Arica,I MUNICIPALIDAD DE ARICA,,CLP,2012-10-31,2012-11-06,2012-11-17,16,2026-07-28
5347-307-L110,INSUMOS DENTALES M: 43,Revocada,L1,Región de Arica y Parinacota,Arica,I MUNICIPALIDAD DE ARICA,,CLP,2010-11-05,2010-11-08,2010-11-11,20,2026-07-28
2366-161-LE21,ADQUISICIÓN DE LAPTOP Y LICENCIAS PROG.SALUD MENTAL RES.2090 M:1062,Revocada,LE,Región de Arica y Parinacota,Arica,I MUNICIPALIDAD DE ARICA,,CLP,2021-12-27,2022-01-03,2022-01-21,2,2026-07-28
2366-810-L112,IMPLEMENTOS MEDICOS P/ AMBULANCIA E-6/SS.GRALES M:237,Revocada,L1,Región de Arica y Parinacota,Arica,I MUNICIPALIDAD DE ARICA,,CLP,2012-10-08,2012-10-16,2012-10-24,8,2026-07-28
5347-156-L112,CINTAS MEDIDORAS DE COLESTEROL/FARMACIA M:70,Revocada,L1,Región de Arica y Parinacota,Arica,I MUNICIPALIDAD DE ARICA,,CLP,2012-07-25,2012-07-31,2012-08-07,1,2026-07-28
