codigo,nombre,estado,tipo,region,comuna,hospital,monto_estimado,moneda,fecha_publicacion,fecha_cierre,fecha_adjudicacion,cantidad_items,date_scraped
1057501-344-LP26,CONVENIO INSUMOS COLOSTOMIA,Publicada,LP,Región Metropolitana de Santiago,Puente Alto,COMPLEJO ASISTENCIAL DR. SOTERO DEL RIO,,CLP,2026-09-11,2026-10-02,2027-01-29,16,2026-09-11
1063538-223-LE26,ADQ DE UNIFORME PARA FUNCIONARIOS DEL HOSPITAL,Publicada,LE,Región de los Lagos,Osorno,HOSPITAL BASE OSORNO,,CLP,2026-09-11,2026-09-24,2026-11-05,10,2026-09-11
2098-129-LR26,CONVENIO SUMINISTRO DE INSUMOS PARA TERAPIAS DE SUSTITUCIÓN RENAL Y EQUIPOS EN COMODATO POR UN PERÍODO DE 12 MESES HRAV,Publicada,LR,Región del Biobío,,SERVICIO NACIONAL DE SALUD HOSPITAL DE C,349092950.0,CLP,2026-09-11,2026-10-14,2026-12-31,1,2026-09-11
2099-46-LE26,ADQ. REACTIVOS INSUMOS Y MAT. REF. XII REGION,Cerrada,LE,Región de Magallanes y de la Antártica,Punta Arenas,SUBSECRETARIA DE SALUD PUBLICA,15335000.0,CLP,2026-09-01,2026-09-11,2026-09-25,38,2026-09-11
1057501-575-LP26,CONVENIO INSUMOS QUIRÚRGICOS SISTEMAS DE RECOLECCIÓN DE FLUIDOS Y CURACIÓN AVANZADA PARA ÁREAS CRÍTICAS,Publicada,LP,Región Metropolitana de Santiago,Puente Alto,COMPLEJO ASISTENCIAL DR. SOTERO DEL RIO,,CLP,2026-09-11,2026-10-02,2027-01-29,9,2026-09-11
1979-165-LP26,165.26 “SERVICIO DE MANTENCION PREVENTIVA Y CORRECTIVA DE GRUPOS ELECTROGENOS PARA HOSPITAL DE NUEVA IMPERIAL.”,Adjudicada,LP,Región de la Araucanía,Nueva Imperial,SERVICIO DE SALUD ARAUCANIA SUR HOSPITAL DE NUEVA IMPERIAL,,CLP,2026-08-05,2026-08-25,2026-09-11,1,2026-09-11
2307-22-LR26,CS DE MEDICAMENTOS PARA E. DE SALUD REQ.3378,Adjudicada,LR,Región de los Lagos,,I MUNICIPALIDAD DE OSORNO,373754462.0,CLP,2026-06-02,2026-07-02,2026-09-11,80,2026-09-11
1057489-286-LE26,CONVENIO DE SUMINISTRO DE CATÉTER VENOSO CENTRAL PERIFÉRICO POR 36 MESES PARA HOSPITAL DEL SALVADOR,Publicada,LE,Región Metropolitana de Santiago,Providencia,SERVICIO DE SALUD ORIENTE HOSPITAL DEL SALVADOR,40305300.0,CLP,2026-09-11,2026-09-21,2027-01-29,1,2026-09-11
1057501-503-LE26,CONVENIO INSUMOS VARIOS PABELLÓN UROLOGÍA II,Publicada,LE,Región Metropolitana de Santiago,,COMPLEJO ASISTENCIAL DR. SOTERO DEL RIO,,CLP,2026-09-11,2026-09-23,2027-01-29,7,2026-09-11
1057509-278-LP26,COMPRA SERVICIOS MÉDICOS PARA INTERVENCIONES QUIRÚRGICAS ESPECIALIDAD TRAUMATOLOGÍA CADERA-TOBILLO-MUÑECA VPS,Publicada,LP,Región del Ñuble,Chillán,HOSPITAL CLINICO HERMINDA MARTIN,,CLP,2026-09-11,2026-09-22,2026-10-02,1,2026-09-11
