codigo,nombre,estado,tipo,region,comuna,hospital,monto_estimado,moneda,fecha_publicacion,fecha_cierre,fecha_adjudicacion,cantidad_items,date_scraped
1057384-108-LE26,COMPRA DE PRODUCTOS PARA USO MEDICO.,Adjudicada,LE,Región de Antofagasta,Tocopilla,SERVICIO DE SALUD ANTOFAGASTA HOSPITAL M,12000000.0,CLP,2026-07-21,2026-07-31,2026-08-27,7,2026-08-27
1057501-153-LR26,SERV PROF.MÉDICOS ESPEC.EN INFORMES DE RADIOLOGÍA,Revocada,LR,Región Metropolitana de Santiago,Puente Alto,COMPLEJO ASISTENCIAL DR. SOTERO DEL RIO,,CLP,2026-03-03,2026-04-02,2026-04-08,3,2026-08-27
1057501-461-LR26,CONVENIO SUMINISTRO INSUMOS EQUIPO DE MANO,Cerrada,LR,Región Metropolitana de Santiago,Puente Alto,COMPLEJO ASISTENCIAL DR. SOTERO DEL RIO,,CLP,2026-07-27,2026-08-27,2026-09-22,51,2026-08-27
1057539-98-LP26,CONVENIO SUMINISTRO DE GAS NATURAL HOSPITAL PUERTO MONTT SOLIC 114.,Cerrada,LP,Región de los Lagos,Puerto Montt,HOSPITAL PUERTO MONTT SERVICIO DE SALUD DEL RELONCAVI,,CLP,2026-08-07,2026-08-27,2026-12-28,1,2026-08-27
1180922-11-LE26,ADQUISICIÓN SETS DE PSICODIAGNÓSTICO PARA UNIDAD DE HOSPITALIZACIÓN DE CUIDADOS INTENSIVOS DE PSIQUIATRÍA INFANTO ADOLESCENTE HOSPITAL BASE VALDIVIA,Desierta (o art. 3 ó 9 Ley 19.886),LE,Región de Los Ríos,Valdivia,SERVICIO DE SALUD LOS RIOS,11288407.0,CLP,2026-07-02,2026-07-13,2026-08-27,1,2026-08-27
1431841-42-LE26,SUMINISTRO DE FÁRMACOS E INSUMOS MÉDICOS.,Adjudicada,LE,Región Metropolitana de Santiago,Recoleta,I MUNICIPALIDAD DE RECOLETA,23000000.0,CLP,2026-07-22,2026-08-13,2026-08-27,2,2026-08-27
1057432-50-LE26,INSUMOS PROGRAMA TBC,Adjudicada,LE,Región del Biobío,Concepción,SERVICIO DE SALUD CONCEPCION,,CLP,2026-06-30,2026-07-10,2026-08-27,10,2026-08-27
1057474-31-LE26,ADQUISICIÓN DE INSUMOS ODONTOLÓGICOS PARA EL SSMN,Publicada,LE,Región Metropolitana de Santiago,Independencia,SERVICIO DE SALUD METROPOLITANO NORTE,28000000.0,CLP,2026-08-27,2026-09-07,2026-10-14,39,2026-08-27
1063538-212-LP26,CONVENIO DE ROPA HOSPITALARIA Y TEXTILES PARA CENTRAL DE LAVANDERIA,Publicada,LP,Región de los Lagos,Osorno,HOSPITAL BASE OSORNO,,CLP,2026-08-27,2026-09-07,2026-10-27,27,2026-08-27
1165648-6-L126,"SERVICIO INTEGRAL DE MANTENIMIENTO PREVENTIVO, ASISTENCIA TÉCNICA, DIAGNÓSTICO, ATENCIÓN CORRECTIVA Y SOPORTE CONTINUO PARA SILLONES DENTALES Y COMPRESOR DEL DEPARTAMENTO DE SALUD MUNICIPAL DE LIMACHE",Publicada,L1,Región de Valparaíso,Limache,I MUNICIPALIDAD DE LIMACHE,7000000.0,CLP,2026-08-27,2026-09-04,2026-09-11,1,2026-08-27
