codigo,nombre,estado,tipo,region,comuna,hospital,monto_estimado,moneda,fecha_publicacion,fecha_cierre,fecha_adjudicacion,cantidad_items,date_scraped
1057384-141-L126,"SERVICIOS PROFESIONALES PARA "" UN PROFESIONAL MATRON (A) PARA EL PROGRAMA DE APS UNIVERSAL DEL HOSPITAL DE TOCOPILLA",Publicada,L1,Región Metropolitana de Santiago,Las Condes,SERVICIO DE SALUD ANTOFAGASTA HOSPITAL M,5100000.0,CLP,2026-09-22,2026-10-01,2026-10-19,1,2026-09-22
1057384-142-L126,"PROFESIONAL TECNOLOGO/A MEDICO PARA EL PROGRAMA DE APS UNIVERSAL, MENCIÓN LABORATORIO CLÍNICO/BIOANALISIS, CLINICO MOLECULAR, HEMATOLOGÍA Y MEDICINA TRANSFUSIONAL",Publicada,L1,Región Metropolitana de Santiago,Las Condes,SERVICIO DE SALUD ANTOFAGASTA HOSPITAL M,5100000.0,CLP,2026-09-22,2026-10-01,2026-10-19,1,2026-09-22
1057544-321-LP26,SUMINISTRO DE INSUMOS CLÍNICOS PARA PROCEDIMIENTOS DE NEFROLOGÍA,Publicada,LP,Región del Biobío,Talcahuano,SERVICIO DE SALUD DE TALCAHUANO HOSPITAL,117000000.0,CLP,2026-09-22,2026-10-02,2026-11-02,10,2026-09-22
2274-24-LE26,ADQUISICIÓN DE INSUMOS MÉDICOS PROGRAMA FOFAR PARA LA RED DE SALUD DE LA COMUNA  DE LA PINTANA  DC 104 EXP 9701,Adjudicada,LE,Región Metropolitana de Santiago,La Pintana,I MUNICIPALIDAD DE LA PINTANA,11720600.0,CLP,2026-07-13,2026-07-23,2026-09-22,6,2026-09-22
2445-125-LE26,ADQUISICION DE BIENES E INSUMOS-CONVENIO MAIS,Publicada,LE,Región del Maule,Curicó,I MUNICIPALIDAD DE CURICO,19180000.0,CLP,2026-09-22,2026-10-05,2026-10-16,7,2026-09-22
1057539-108-LR26,CONVENIO SUMINISTRO PARA INTERVENCIONES QUIRURGICAS DE COLUMNA CON CAJAS EN CONSIGNACIÓN HOSPITAL DE PUERTO MONTT,Publicada,LR,Región de los Lagos,,HOSPITAL PUERTO MONTT SERVICIO DE SALUD DEL RELONCAVI,3644773828.0,CLP,2026-09-22,2026-10-22,2026-12-31,23,2026-09-22
1417913-121-LE26,CONVENIO DE SUMINISTRO DE MEDICAMENTOS PARA EL ABASTECIMIENTO DE LA FARMACIA COMUNAL DE CORMUDESI POR 12 MESES,Cerrada,LE,Región de Tarapacá,Iquique,CORP MUNICIPAL DE DESARROLLO SOCIAL DE IQUIQUE,,CLP,2026-09-08,2026-09-22,2026-12-22,10,2026-09-22
2258-169-LP26,ADQUISICION DE INSUMOS PARA UNIDAD DE IMAGENOLOGIA DEL HRA,Cerrada,LP,Región de Antofagasta,,SERVICIO DE SALUD ANTOFAGASTA HOSPITAL L,,CLP,2026-09-02,2026-09-22,2026-11-23,21,2026-09-22
2661-22-R226,CONST CIERRE PERIMETRAL PISCINAS RELLENO SANITARIO,Adjudicada,LP,Región de Magallanes y de la Antártica,Puerto Natales,ILUSTRE MUNICIPALIDAD DE NATALES,,CLP,2026-05-13,2026-06-12,2026-09-22,1,2026-09-22
3378-60-LP26,SUMINISTRO DE INSUMOS SUTURAS PARA EL DEPARTAMENTO DE PABELLONES QUIRÚRGICOS DEL HMS POR UN PERIODO DE 36 MESES,Publicada,LP,Región Metropolitana de Santiago,La Reina,DIVISION LOGISTICA DEL EJERCITO,,CLP,2026-09-22,2026-10-13,2027-02-10,10,2026-09-22
5196-22-L126,SAN021 INSUMOS MÉDICOS,Revocada,L1,Región de Valparaíso,Quintero,FUERZA AEREA DE CHILE COMANDO LOGISTICO,3500000.0,CLP,2026-09-01,2026-09-07,2026-09-23,52,2026-09-22
1213444-23-LE26,EQUIPAMIENTO MÉDICO DESTINADO A CENTROS DE SALUD,Publicada,LE,Región del Libertador General Bernardo O´Higgins,San Fernando,CORP MUNICIPAL SAN FERNANDO PARA LA ATENCION MENORES Y LAS A DE E Y S,,CLP,2026-09-22,2026-10-08,2026-10-30,40,2026-09-22
1237469-2-LP26,CONVENIO DE SUMINISTRO DE MEDICAMENTOS PARA FARMACIA MUNICIPAL,Adjudicada,LP,Región de Valparaíso,Quilpué,"CORPORACION MUNICIPAL DE EDUCACION,SALUD,CULTURA Y ATENCION AL MENOR,",,CLP,2026-04-27,2026-05-22,2026-09-22,45,2026-09-22
1514-109-B226,CONVENIO DE EXÁMENES IMAGENOLÓGICOS ESPECÍFICOS PARA EL HOSPITAL DE CASTRO,Cerrada,B2,Región de los Lagos,Castro,SERVICIO DE SALUD CHILOE,,CLP,2026-09-02,2026-09-22,2026-10-22,62,2026-09-22
2288-30-LE26,ADQUISICIÓN DE EQUIPOS E INSUMOS INFORMÁTICOS,Cerrada,LE,Región de Coquimbo,Canela,I MUNICIPALIDAD DE CANELA,,CLP,2026-09-14,2026-09-22,2026-09-22,6,2026-09-22
