codigo,nombre,estado,tipo,region,comuna,hospital,monto_estimado,moneda,fecha_publicacion,fecha_cierre,fecha_adjudicacion,cantidad_items,date_scraped
2078-19-LE26,“SERVICIO PROFESIONAL PARA ELABORACION DE INFORMES MEDICOS PARA COMPIN” ID 2078-16-LE26 SC 112-2026,Adjudicada,LE,Región del Biobío,Chillán,SUBSECRETARIA DE SALUD PUBLICA,26000000.0,CLP,2026-05-28,2026-06-08,2026-07-09,1,2026-07-09
4037-46-LE26,PROYECTO REPOSICION EQUIPAMIENTO SANITARIO PLANTA DE TRATAMIENTO DE PARGA Y TEGUALDA COMUNA DE FRESIA.,Cerrada,LE,Región de los Lagos,Fresia,I MUNICIPALIDAD DE FRESIA,64208907.0,CLP,2026-06-24,2026-07-09,2026-08-11,1,2026-07-09
699866-90-LP26,ADQUISICION CANULAS TQT Y OTROS INSUMOS,Publicada,LP,Región del Maule,Talca,SERVICIO DE SALUD DEL MAULE HOSPITAL DE TALCA,,CLP,2026-07-09,2026-07-29,2026-08-31,10,2026-07-09
1057540-53-LP26,CONVENIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA TORRE DE ENDOSCOPIA OLYMPUS DEL HOSPITAL PENCO LIRQUEN,Adjudicada,LP,Región del Biobío,,SERVICIO SALUD TALCAHUANO HOSPITAL PENCO-LIRQUEN,,CLP,2026-05-29,2026-06-18,2026-07-09,1,2026-07-09
3710-54-L126,MEDICAMENTOS PARA USUARIOS DE LA FARMACIA MUNICIPAL,Publicada,L1,Región de la Araucanía,Victoria,I MUNICIPALIDAD DE VICTORIA,277000.0,CLP,2026-07-09,2026-07-15,2026-08-31,2,2026-07-09
1057543-37-L126,SERVICIO DE ESTERILIZACIÓN EXTERNALIZADO PARA MATERIAL QUIRÚRGICO Y ODONTOLÓGICO,Adjudicada,L1,Región del Biobío,Tomé,SERVICIO DE SALUD TALCAHUANO HOSPITAL DE,7100000.0,CLP,2026-06-18,2026-06-25,2026-07-09,1,2026-07-09
1417913-69-LE26,SERVICIO DE CAPACITACIONES DEL PAC SALUD 2026 PARA FUNCIONARIOS DE APS DE CORMUDESI,Adjudicada,LE,Región de Tarapacá,Iquique,CORP MUNICIPAL DE DESARROLLO SOCIAL DE IQUIQUE,,CLP,2026-06-15,2026-06-23,2026-07-09,4,2026-07-09
1523-68-LP26,BASES PPTA 65-26 SUMINISTRO DE INSUMOS DIALISIS I,Adjudicada,LP,Región de la Araucanía,Lautaro,SERVICIO NACIONAL ARAUCANIA SUR HOSPITAL DR ABRAHAM GODOY PENA LAUTARO,205180000.0,CLP,2026-06-17,2026-06-30,2026-07-09,8,2026-07-09
3710-52-L126,MEDICAMENTOS PARA USUARIOS DE LA FARMACIA MUNICIPAL,Publicada,L1,Región de la Araucanía,Victoria,I MUNICIPALIDAD DE VICTORIA,447000.0,CLP,2026-07-09,2026-07-17,2026-08-31,2,2026-07-09
619133-77-LP26,CONVENIO SUMINISTRO DE CARBÓN Y PROVISIÓN DE UN TECLE ELÉCTRICO EN COMODATO PARA CENTRAL TÉRMICA DEL HOSPITAL SAN CAMILO DE SAN FELIPE,Publicada,LP,Región de Valparaíso,Tomé,SERVICIO SALUD SAN FELIPE LOS ANDES HOSP,,CLP,2026-07-09,2026-07-29,2026-09-30,1,2026-07-09
1180877-7-LP26,ADQUISICIÓN DE BIÓMETRO ÓPTICO PARA EL HOSPITAL CARLOS VAN BUREN,Adjudicada,LP,Región de Valparaíso,Valparaíso,SERVICIO DE SALUD VALPARAISO SAN ANTONIO,108953000.0,CLP,2026-05-05,2026-05-25,2026-07-09,1,2026-07-09
1057501-209-LR26,SERVICIOS DE DIA CAMA PACIENTES SOCIOSANITARIOS,Revocada,LR,Región Metropolitana de Santiago,Puente Alto,COMPLEJO ASISTENCIAL DR. SOTERO DEL RIO,,CLP,2026-04-16,2026-05-22,2026-07-25,2,2026-07-09
1057513-13-L126,SERVICIO DE TECNÓLOGO MÉDICO DE OFTALMOLOGÍA,Cerrada,L1,Región del Ñuble,Quirihue,SERVICIO DE SALUD NUBLE HOSPITAL DE QUIRIHUE,394800.0,CLP,2026-07-01,2026-07-09,2026-07-17,1,2026-07-09
5350-18-L126,SERVICIO MANTENCIÓN DE EXTINTORES DEPARTAMENTO DE SALUD MUNICIPAL,Adjudicada,L1,Región Metropolitana de Santiago,Providencia,I MUNICIPALIDAD DE VALLENAR,3500000.0,CLP,2026-06-18,2026-06-30,2026-07-09,1,2026-07-09
1275930-9-LE26,ADQUISICIÓN E INSTALACIÓN DE PLATAFORMA SALVAESCALERA E INSUMOS DE ACCESIBILIDAD PARA EL CENTRO DE EXTENSIÓN CULTURAL MUNICIPAL DE OVALLE.,Cerrada,LE,Región de Coquimbo,Ovalle,CORPORACIÓN CULTURAL MUNICIPAL DE OVALLE,27022333.0,CLP,2026-06-24,2026-07-09,2026-07-17,2,2026-07-09
1350296-33-LP26,CONVENIO DE SUMINISTRO DE CINTAS ROTULADORAS PARA BODEGA GENERAL DEL HOSPITAL DE ALTO HOSPICIO POR 12 MESES,Adjudicada,LP,Región de Tarapacá,Alto Hospicio,HOSPITAL DE ALTO HOSPICIO,85180200.0,CLP,2026-05-25,2026-06-15,2026-07-09,9,2026-07-09
3710-53-L126,MEDICAMENTOS PARA USUARIOS DE LA FARMACIA MUNICIPAL,Publicada,L1,Región de la Araucanía,Victoria,I MUNICIPALIDAD DE VICTORIA,345000.0,CLP,2026-07-09,2026-07-17,2026-08-31,2,2026-07-09
3937-15-L126,EXÁMENES MÉDICOS PARA PROGRAMA DE RESOLUTIVIDAD,Adjudicada,L1,Región de la Araucanía,Curarrehue,ILUSTRE MUNICIPALIDAD DE CURARREHUE,,CLP,2026-06-17,2026-06-24,2026-07-09,2,2026-07-09
