codigo,nombre,estado,tipo,region,comuna,hospital,monto_estimado,moneda,fecha_publicacion,fecha_cierre,fecha_adjudicacion,cantidad_items,date_scraped
1058078-22-LP26,COMPRA DE CINTAS DE DETERMINACIÓN DE GLUCOSA PARA PACIENTES DEL HOSPITAL SAN JOSÉ DE MELIPILLA,Adjudicada,LP,Región Metropolitana de Santiago,Melipilla,HOSPITAL DE MELIPILLA,,CLP,2026-04-20,2026-04-30,2026-06-24,1,2026-06-24
1552-64-L126,SERVICIOS DE EVALUACIONES PSICOLABORALES SERVICIO DE SALUD ATACAMA,Publicada,L1,Región Metropolitana de Santiago,Santiago,SERVICIO DE SALUD ATACAMA,6900000.0,CLP,2026-06-24,2026-07-06,2026-07-11,1,2026-06-24
1422824-14-LR26,CONTRATO DE SUMINISTRO DE INSUMOS EN CONSIGNACIÓN PARA TERAPIAS ENDOVASCULARES DE NEURORRADIOLOGÍA INTERVENCIONAL PARA EL HOSPITAL CARLOS VAN BUREN,Publicada,LR,Región de Valparaíso,Valparaíso,SERVICIO NACIONAL DE SALUD HOSPITAL CARLOS VAN BUREN,,CLP,2026-06-24,2026-07-24,2026-10-30,18,2026-06-24
1490160-27-LE26,INSUMOS TECNOLÓGICOS EE SLEP LOS PARQUES,Adjudicada,LE,Región Metropolitana de Santiago,Quinta Normal,SERVICIO LOCAL DE EDUCACIÓN PÚBLICA LOS PARQUES,,CLP,2026-06-01,2026-06-11,2026-06-24,1,2026-06-24
2258-61-LE26,INSUMOS FIBROSIS QUISTICA,Desierta (o art. 3 ó 9 Ley 19.886),LE,Región de Antofagasta,Antofagasta,SERVICIO DE SALUD ANTOFAGASTA HOSPITAL L,,CLP,2026-04-20,2026-05-06,2026-06-24,10,2026-06-24
2483-155-LP26,COMODATO DE EQUIPOS POCT SUMINISTRO DE REACTIVOS E INSUMOS PARA EL SAR DE QUILICURA PERÍODO 2026-2029,Publicada,LP,Región Metropolitana de Santiago,,I MUNICIPALIDAD DE QUILICURA,,CLP,2026-06-24,2026-07-14,2026-08-31,1,2026-06-24
2832-14-L126,ADQUISICIÓN DE ARTÍCULOS DEPORTIVOS Y DE REHABILITACIÓN PARA EL DEPARTAMENTO DE SALUD DE LA MUNICIPALIDAD DE QUILLOTA,Publicada,L1,Región de Valparaíso,Quillota,I MUNICIPALIDAD DE QUILLOTA,3158950.0,CLP,2026-06-24,2026-07-03,2026-07-18,41,2026-06-24
5586-70-LP26,ADQUISICIÓN DE CLÍNICA   DENTAL MÓVIL,Cerrada,LP,Región de la Araucanía,Temuco,UNIVERSIDAD DE LA FRONTERA,92000000.0,CLP,2026-06-03,2026-06-24,2026-07-14,1,2026-06-24
4037-46-LE26,PROYECTO REPOSICION EQUIPAMIENTO SANITARIO PLANTA DE TRATAMIENTO DE PARGA Y TEGUALDA COMUNA DE FRESIA.,Publicada,LE,Región de los Lagos,Fresia,I MUNICIPALIDAD DE FRESIA,64208907.0,CLP,2026-06-24,2026-07-09,2026-08-11,1,2026-06-24
4776-30-LP26,SERVICIO DE ESTERILIZACIÓN PARA EL CENTRO DE SALUD CAPREDENA SANTIAGO,Adjudicada,LP,Región Metropolitana de Santiago,,CAJA DE PREVISION DE LA DEFENSA NACIONAL,,CLP,2026-05-06,2026-05-27,2026-06-24,1,2026-06-24
