codigo,nombre,estado,tipo,region,comuna,hospital,monto_estimado,moneda,fecha_publicacion,fecha_cierre,fecha_adjudicacion,cantidad_items,date_scraped
2770-67-LE26,SERVICIO DE MANTENIMIENTO PREVENTIVO CORRECTIVO Y DE EMERGENCIAS PARA LOS EQUIPOS DE CLIMATIZACIÓN DE LA DIRECCIÓN DE SALUD MUNICIPAL,Cerrada,LE,Región Metropolitana de Santiago,Maipú,I MUNICIPALIDAD DE MAIPU,40000000.0,CLP,2026-06-01,2026-06-12,2026-10-09,1,2026-06-12
635-97-L126,"CONVENIO DE SERVICIO DE LABORATORIO DENTAL, CENTRO DE SALUD AMBIENTAL, OT 850",Adjudicada,L1,Región de Arica y Parinacota,Arica,SERVICIO DE SALUD DE ARICA Y PARINACOTA,5039850.0,CLP,2026-05-26,2026-06-02,2026-06-12,1,2026-06-12
948806-38-LE26,ADQUISICIÓN DE INSUMOS PARA CIRUGÍA EN MODALIDAD DE CONSIGNACIÓN EN TRÁNSITO,Adjudicada,LE,Región Metropolitana de Santiago,Las Condes,FONDO HOSPITAL DE LA DIRECCION DE PREVISION DE CARABINEROS DE CHILE,69000000.0,CLP,2026-04-16,2026-04-27,2026-06-12,3,2026-06-12
1057898-64-LR26,ADQUISICIÓN DE INSTRUMENTAL SERVICIOS DE APOYO PARA EL NUEVO HOSPITAL REGIONAL DE ÑUBLE,Publicada,LR,Región del Ñuble,Chillán,SERVICIO DE SALUD NUBLE,382638000.0,CLP,2026-06-12,2026-07-14,2026-09-15,6,2026-06-12
2282-46-B226,INSUMOS RE-DISEÑO OBRAS RELLENO SANITARIO LOS RÍOS,Adjudicada,B2,Región de Los Ríos,Valdivia,I MUNICIPALIDAD VALDIVIA,219148020.0,CLP,2026-04-09,2026-05-05,2026-06-12,1,2026-06-12
948355-32-LE26,ADQUISICIÓN DE PRÓTESIS BILIAR DE 85 FR X 15 CM. POR SISTEMA DE SUMINISTRO PARA EL HOSPITAL DE LA DIRECCIÓN DE PREVISIÓN DE CARABINEROS DE CHILE.,Desierta (o art. 3 ó 9 Ley 19.886),LE,Región Metropolitana de Santiago,Las Condes,FONDO HOSPITAL DE LA DIRECCION DE PREVISION DE CARABINEROS DE CHILE,13000000.0,CLP,2026-05-04,2026-05-11,2026-06-12,1,2026-06-12
1057489-112-LR26,CONVENIO DE SUMINISTRO DE INSUMOS PARA SISTEMA ROBÓTICO QUIRÚRGICO CON INCORPORACIÓN DE EQUIPAMIENTO POR 72 MESES PARA HOSPITAL DEL SALVADOR,Adjudicada,LR,Región Metropolitana de Santiago,Providencia,SERVICIO DE SALUD ORIENTE HOSPITAL DEL SALVADOR,7087597160.0,CLP,2026-04-02,2026-05-04,2026-06-12,1,2026-06-12
1057509-379-LP25,CONVENIO COMPRA DE SERVICIOS DE MÉDICO ENFERMERÍA Y TENS PARA APOYO EN EXÁMENES DE COLONOSCOPÍA DIAGNÓSTICA Y GASTROSCOPÍA TERAPÉUTICA CJ,Revocada,LP,Región del Ñuble,Chillán,HOSPITAL CLINICO HERMINDA MARTIN,99275000.0,CLP,2025-11-21,2025-12-01,2026-05-25,4,2026-06-12
4162-16-LE26,COMPRA DE INSUMOS CLINICOS PARA AMBOS CESFAM DE LA,Publicada,LE,Región del Libertador General Bernardo O´Higgins,Doñihue,I MUNICIPALIDAD DE DONIHUE,,CLP,2026-06-12,2026-06-18,2026-06-26,6,2026-06-12
1057432-43-LE26,DIPLOMADO DBT TERAPIA CONDUCTUAL DEPTO SALUD MENTA,Publicada,LE,Región del Biobío,Concepción,SERVICIO DE SALUD CONCEPCION,,CLP,2026-06-12,2026-06-23,2026-08-13,1,2026-06-12
619133-62-LE26,CONVENIO SUMINISTRO ADQUISICION DE FRESAS CON MOTOR EN COMODATO PARA EL HOSPITAL SAN CAMILO,Cerrada,LE,Región de Valparaíso,San Felipe,SERVICIO SALUD SAN FELIPE LOS ANDES HOSP,,CLP,2026-06-02,2026-06-12,2026-09-29,8,2026-06-12
899-22-L126,ADQUISICIÓN INSUMOS DE LABORATORIO,Desierta (o art. 3 ó 9 Ley 19.886),L1,Región de Valparaíso,Casablanca,SERVICIO DE SALUD VALPARAISO SAN ANTONIO,4000000.0,CLP,2026-05-26,2026-06-01,2026-06-12,15,2026-06-12
1247197-40-LE26,ADQUISICIÓN REFRIGERADORES FARMACÉUTICOS,Cerrada,LE,Región Metropolitana de Santiago,Conchalí,CORP MUNICIPAL DE CONCHALI DE EDUCACION SALUD Y ATENCION DE MENORES,14000000.0,CLP,2026-06-02,2026-06-12,2026-07-12,1,2026-06-12
1947-29-R126,ADQUISICIÓN DE HEMOSTÁTICOS PARA EL HOSPITAL DE NIÑOS DR. ROBERTO DEL RÍO,Adjudicada,LP,Región Metropolitana de Santiago,Independencia,SERVICIO DE SALUD NORTE HOSPITAL ROBERTO DEL RIO,,CLP,2026-02-27,2026-03-19,2026-06-12,6,2026-06-12
2385-26-LE26,ADQUISICIÓN DE INSUMOS COMPUTACIONALES,Publicada,LE,Región de Antofagasta,,I MUNICIPALIDAD DE CALAMA,11500000.0,CLP,2026-06-12,2026-06-24,2026-07-24,11,2026-06-12
4906-16-LE26,DISPOSITIVOS MÉDICOS PARA FARMACIA DEL CESFAM RIO NEGRO HORNOPIRÉN,Publicada,LE,Región de los Lagos,Hualaihué,SERVICIO SALUD DEL RELONCAVI,15815695.0,CLP,2026-06-12,2026-06-24,2026-07-10,33,2026-06-12
1057500-49-LP26,SERVICIO EN SALUD MENTAL GES Y NO GES PUENTE ALTO,Publicada,LP,Región Metropolitana de Santiago,Puente Alto,SERVICIO DE SALUD METROPOLITANO SUR ORIENTE,,CLP,2026-06-12,2026-07-03,2026-10-05,1,2026-06-12
1057509-153-LE26,CONVENIO PROVEDURIA DE INSUMOS TEXTILES Y VESTUARIO CRP,Publicada,LE,Región del Ñuble,Chillán,HOSPITAL CLINICO HERMINDA MARTIN,,CLP,2026-06-12,2026-06-19,2026-07-06,1,2026-06-12
1057536-58-LE26,COMPRA DE INHALADORES PROGRAMA DE SALUD RESPIRATO,Publicada,LE,Región de los Lagos,Puerto Montt,SERVICIO SALUD DEL RELONCAVI,,CLP,2026-06-12,2026-06-22,2026-07-27,1,2026-06-12
1180825-14-LE26,ADQUISICIÓN DE IMPRESORAS CENTRO DE SALUD CARÉN,Publicada,LE,Región de Coquimbo,,SERVICIO DE SALUD COQUIMBO,24583000.0,CLP,2026-06-12,2026-06-22,2026-08-19,6,2026-06-12
1057509-114-LE26,CONVENIO PROVEDURIA DE INSUMOS TEXTILES Y VESTUARIO CRP,Desierta (o art. 3 ó 9 Ley 19.886),LE,Región del Ñuble,Chillán,HOSPITAL CLINICO HERMINDA MARTIN,,CLP,2026-05-15,2026-05-22,2026-06-12,1,2026-06-12
