codigo,nombre,estado,tipo,region,comuna,hospital,monto_estimado,moneda,fecha_publicacion,fecha_cierre,fecha_adjudicacion,cantidad_items,date_scraped
1952-52-LP26,SERVICIO DE MANTENIMIENTO SISTEMA DETECCIÓN Y EXTINCIÓN DE INCENDIOS PARA EL HOSPITAL VILLARRICA,Publicada,LP,Región de la Araucanía,Villarrica,HOSPITAL VILLARRICA,,CLP,2026-06-08,2026-06-30,2026-10-28,2,2026-06-08
3191-58-LE26,LE REAC ADQUISICION DE INSUMOS CLINICOS Y REACTIVOS,Publicada,LE,Región de Valparaíso,Viña del Mar,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,12600000.0,CLP,2026-06-08,2026-06-18,2026-07-20,38,2026-06-08
1057404-53-LP26,CONSULTAS Y CONTROLES OTORRINOLARINGOLOGIA- HOSPITAL ARAUCO,Publicada,LP,Región del Biobío,Arauco,SERVICIO DE SALUD ARAUCO HOSPITAL DE ARAUCO,122500000.0,CLP,2026-06-08,2026-06-30,2026-07-31,1,2026-06-08
1057548-11-LE26,OBRAS PREVIAS PARA LA INSTALACIÓN DE UN TANQUE CRIOGÉNICO HOSPITAL DE LA UNIÓN SEGUNDO LLAMADO,Adjudicada,LE,Región de Los Ríos,Valdivia,SERVICIO DE SALUD VALDIVIA HOSPITAL LA U,,CLP,2026-04-20,2026-04-30,2026-06-08,1,2026-06-08
162-8-LE26,INSUMOS PARA PROGRAMA MAREA ROJA,Adjudicada,LE,Región de los Lagos,,SUBSECRETARIA DE SALUD PUBLICA,,CLP,2026-04-16,2026-04-27,2026-06-08,58,2026-06-08
2067-32-LE26,SERVICIO DE IMPRESIÓN PARA EL HOSPITAL DE CUNCO,Publicada,LE,Región de la Araucanía,Cunco,SERVICIO SALUD ARAUCANIA SUR HOSPIT DR EDUARDO GONZALEZ GALENO CUNCO,,CLP,2026-06-08,2026-06-22,2026-09-30,1,2026-06-08
2284-20-L126,MEDICAMENTOS DESTINADOS AL AREA DE SALUD MUNICIPAL. SOLICITUD 5958-2026,Adjudicada,L1,Región de Los Ríos,Valdivia,I MUNICIPALIDAD VALDIVIA,4700000.0,CLP,2026-05-18,2026-05-25,2026-06-08,1,2026-06-08
1057049-183-LP26,BMC ADQ INSUMOS PARA PROCEDIMIENTOS ENDOSCÓPICOS,Publicada,LP,Región Metropolitana de Santiago,Santiago,SERV SALUD METROPOLITANO CENTRAL HOSPITAL CLINICO SAN BORJA ARRIARAN,85000000.0,CLP,2026-06-08,2026-06-30,2026-09-02,12,2026-06-08
1057390-34-LE26,ADQUISICIÓN INSUMOS DENTALES PRAIS 2026,Publicada,LE,Región de la Araucanía,Angol,SERVICIO DE SALUD ARAUCANIA NORTE,10000000.0,CLP,2026-06-08,2026-06-18,2026-07-10,75,2026-06-08
2598-7-LE26,CONTRATACIÓN DE SERVICIOS PROFESIONALES DE ATENCIÓN ODONTOLÓGICA PARA ADULTOS DE 60 AÑOS PROGRAMA GES SALUD ORAL 2026,Adjudicada,LE,Región de Valparaíso,Concón,I MUNICIPALIDAD DE CONCON,15904522.0,CLP,2026-04-24,2026-05-04,2026-06-08,1,2026-06-08
874750-18-LE26,CURSOS PRESENCIALES PARA FUNCIONARIOS DEL HOSPITAL,Adjudicada,LE,Región de Magallanes y de la Antártica,Porvenir,SERVICIO DE SALUD MAGALLANES,9701108.0,CLP,2026-05-18,2026-05-29,2026-06-08,7,2026-06-08
1057544-191-LR26,CONTRATACIÓN DE SERVICIOS ARRIENDO DE VEHÍCULOS TIPO SEDÁN INCLUYENDO CONDUCTOR PARA LA UNIDAD DE HOSPITALIZACIÓN DOMICILIARIA DEL HOSPITAL LAS HIGUERAS DE TALCAHUANO,Publicada,LR,Región del Biobío,,SERVICIO DE SALUD DE TALCAHUANO HOSPITAL,,CLP,2026-06-08,2026-07-09,2026-08-07,1,2026-06-08
1079650-32-L126,"2O LLAMADO ADQUISICION E INSTALACION EQUIPO BAÑO MARÍA A GAS, HOSPITAL DE CORONEL",Publicada,L1,Región del Biobío,San Pedro de La Paz,SERVICIO DE SALUD CONCEPCION,1254979.0,CLP,2026-06-08,2026-06-16,2026-09-10,1,2026-06-08
1952-51-LP26,SUMINISTRO DE LENTES ÓPTICOS DIFERENTES DIOPTRÍAS PARA HOSPITAL VILLARICA,Publicada,LP,Región de la Araucanía,Villarrica,HOSPITAL VILLARRICA,,CLP,2026-06-08,2026-07-03,2026-12-24,6,2026-06-08
2703-94-L126,SC 11926 FÁRMACOS TALAFARMACIA,Desierta (o art. 3 ó 9 Ley 19.886),L1,Región Metropolitana de Santiago,,I MUNICIPALIDAD DE TALAGANTE,6880000.0,CLP,2026-04-27,2026-05-05,2026-06-08,4,2026-06-08
