codigo,nombre,estado,tipo,region,comuna,hospital,monto_estimado,moneda,fecha_publicacion,fecha_cierre,fecha_adjudicacion,cantidad_items,date_scraped
1057501-584-LE26,CONVENIO ESTOMATOLOGIA INSUMOS IMPLANTES DENTALES,Publicada,LE,Región Metropolitana de Santiago,Puente Alto,COMPLEJO ASISTENCIAL DR. SOTERO DEL RIO,,CLP,2026-09-17,2026-09-30,2026-10-20,23,2026-09-17
1057547-375-LP26,CONV. INSUMOS MEDICO-QUIRURGICOS DE USO GENERAL,Cerrada,LP,Región de Los Ríos,Valdivia,SERVICIO DE SALUD VALDIVIA HOSPITAL BASE,88000000.0,CLP,2026-08-28,2026-09-17,2026-12-26,17,2026-09-17
1191382-11-LP26,PP 613-2026  PROVISIÓN DE MEDICAMENTOS DESTINADOS A LA COBERTURA DE RECETAS EN FARMACIAS MUNICIPALES DE VALDIVIA - SOLICITUD N° 6115-2026.,Desierta (o art. 3 ó 9 Ley 19.886),LP,Región de Los Ríos,Valdivia,I MUNICIPALIDAD VALDIVIA,86000000.0,CLP,2026-07-14,2026-08-04,2026-09-17,1,2026-09-17
1298355-20-LP26,SUMINISTRO DE INSUMOS DENTALES,Publicada,LP,Región Metropolitana de Santiago,Melipilla,CORP MUNICIPAL MELIPILLA PARA LA ED SALUD,,CLP,2026-09-17,2026-10-07,2026-11-19,17,2026-09-17
1499-158-LE26,RBV SERVICIO DE ARRIENDO DE EQUIPO MÉDICO CENTRAL DE MONITOREO,Adjudicada,LE,Región Metropolitana de Santiago,Providencia,INSTITUTO NACIONAL DEL TORAX,25920000.0,CLP,2026-08-03,2026-08-13,2026-09-17,1,2026-09-17
1624-23-L126,PROGRAMA DE IMÁGENES DIAGNOSTICAS EN ATENCIÓN PRIMARIA DE SALUD AÑO 2026,Publicada,L1,Región del Libertador General Bernardo O´Higgins,Nancagua,SERVICIO DE SALUD HOSPITAL DE NANCAGUA,2790000.0,CLP,2026-09-17,2026-09-25,2026-10-26,4,2026-09-17
2307-37-LP26,SEGUROS COMPLEMENTARIO DE SALUD SERV. BIENESTAR,Adjudicada,LP,Región de los Lagos,,I MUNICIPALIDAD DE OSORNO,7034.72,CLF,2026-07-28,2026-08-18,2026-09-17,1,2026-09-17
1057472-79-LE26,SUMINISTRO DE INSUMOS: AGUJAS,Adjudicada,LE,Región Metropolitana de Santiago,Maipú,HOSPITAL CLINICO METROPOLITANO EL CARMEN DOCTOR LUIS VALENTIN FERRADA,,CLP,2026-06-24,2026-07-06,2026-09-17,8,2026-09-17
1057510-62-LR26,PROGRAMA DE MANTENIMIENTO PARA EQUIPOS MÉDICOS DEL HOSPITAL DE SAN CARLOS DR BENICIO ARZOLA MEDINA,Cerrada,LR,Región del Ñuble,San Carlos,SERVICIO DE SALUD NUBLE HOSPITAL DE SAN CARLOS DR BENICIO ARZOLA MEDIN,586194000.0,CLP,2026-08-17,2026-09-17,2026-09-30,12,2026-09-17
1216085-60-LE26,ADQUISICION DE EQUIPOS COMPUTACIONALES E INSUMOS ELECTRONICOS,Cerrada,LE,Región de Valparaíso,Villa Alemana,CORP MUNICIPAL PARA EL DESARROLLO SOCIAL,44000000.0,CLP,2026-09-07,2026-09-17,2026-09-28,68,2026-09-17
1417913-108-LE26,ADQUISICION DE MOBILIARIO A MEDIDA PARA DISTINTAS UNIDADES DE ATENCIÓN PRIMARIA DE SALUD DE CORMUDESI,Cerrada,LE,Región de Tarapacá,,CORP MUNICIPAL DE DESARROLLO SOCIAL DE IQUIQUE,,CLP,2026-09-07,2026-09-17,2027-01-18,3,2026-09-17
1624-21-L126,"CONVENIO DE SUMINISTROS DE OXÍGENO MÉDICO, RECARGA Y ARRIENDO DE CILINDROS PARA SERVICIOS URGENCIAS Y HOSPITALIZADOS",Adjudicada,L1,Región del Libertador General Bernardo O´Higgins,Nancagua,SERVICIO DE SALUD HOSPITAL DE NANCAGUA,2870000.0,CLP,2026-08-27,2026-09-02,2026-09-17,5,2026-09-17
1057049-168-LP26,ICC. SUMINISTRO DE REPUESTOS DE EQUIPOS PARA LA SUB-UNIDAD DE GASES CLÍNICOS DEL HOSPITAL CLÍNICO SAN BORJA ARRIARÁN,Adjudicada,LP,Región Metropolitana de Santiago,Santiago,SERV SALUD METROPOLITANO CENTRAL HOSPITAL CLINICO SAN BORJA ARRIARAN,,CLP,2026-06-01,2026-06-22,2026-09-17,44,2026-09-17
1057384-109-L126,SUMINISTRO DE REPUESTOS PARA BAÑOS HOSPITAL DE TOCOPILLA,Adjudicada,L1,Región Metropolitana de Santiago,Las Condes,SERVICIO DE SALUD ANTOFAGASTA HOSPITAL M,,CLP,2026-07-14,2026-07-24,2026-09-17,3,2026-09-17
1057501-539-LE26,CAPACITACIÓN HUMANIZACIÓN Y COMPASIÓN EN LA SALUD,Revocada,LE,Región Metropolitana de Santiago,Puente Alto,COMPLEJO ASISTENCIAL DR. SOTERO DEL RIO,,CLP,2026-09-07,2026-09-17,2026-11-19,1,2026-09-17
