codigo,nombre,estado,tipo,region,comuna,hospital,monto_estimado,moneda,fecha_publicacion,fecha_cierre,fecha_adjudicacion,cantidad_items,date_scraped
1642-22-LE26,SS. DE MANTENCION PREVENTIVA Y REPARATIVA DEL AUTOCLAVE DEL HOSPITAL DE CURACAVI,Adjudicada,LE,Región Metropolitana de Santiago,Curacaví,SERVICIO DE SALUD METROPOLITANO OCCIDENTE HOSPITAL DE CURACAVI,,CLP,2026-07-13,2026-07-22,2026-08-04,1,2026-08-04
1057480-35-LE26,COMPRA DE VERDURAS PREELABORADAS PARA EL HOSPITAL SAN JOSÉ DE MELIPILLA,Desierta (o art. 3 ó 9 Ley 19.886),LE,Región Metropolitana de Santiago,Melipilla,HOSPITAL DE MELIPILLA,,CLP,2026-07-15,2026-07-27,2026-08-04,1,2026-08-04
2658-210-L126,INSUMOS ELÉCTRICOS,Adjudicada,L1,Región Metropolitana de Santiago,Las Condes,I MUNICIPALIDAD DE ANCUD,600000.0,CLP,2026-07-02,2026-07-10,2026-08-04,10,2026-08-04
3958-47-L126,"ADQUISICIÓN DE TINTAS, IMPRESORAS E INSUMOS PARA EL LICEO PABLO NERUDA",Adjudicada,L1,Región del Libertador General Bernardo O´Higgins,Navidad,I MUNICIPALIDAD DE NAVIDAD,6878760.0,CLP,2026-07-14,2026-07-20,2026-08-04,1,2026-08-04
1057489-219-LE26,CONVENIO DE SUMINISTRO DE SONDA DUAL COLOR PARA EL ÁREA TÉCNICA DE CITOGENÉTICA POR 36 MESES EN EL HOSPITAL DEL SALVADOR,Publicada,LE,Región Metropolitana de Santiago,Providencia,SERVICIO DE SALUD ORIENTE HOSPITAL DEL SALVADOR,54093729.0,CLP,2026-08-04,2026-08-14,2026-11-10,1,2026-08-04
1180830-53-LR25,REPOSICIÓN CENTRO SALUD MENTAL NORTE PP-131,Desierta (o art. 3 ó 9 Ley 19.886),LR,Región de Antofagasta,Antofagasta,SERVICIO DE SALUD ANTOFAGASTA DIRECCION,,CLP,2025-10-29,2025-12-18,2026-08-04,1,2026-08-04
2126-89-LE26,CONVENIO POR LA ADQUISICIÓN DE BERGERES PARA EL HOSPITAL SAN PABLO DE COQUIMBO,Desierta (o art. 3 ó 9 Ley 19.886),LE,Región de Coquimbo,Coquimbo,SERVICIO DE SALUD COQUIMBO HOSPITAL DE COQUIMBO,11500000.0,CLP,2026-06-12,2026-06-24,2026-08-04,1,2026-08-04
3710-49-L126,MEDICAMENTOS PARA USUARIOS DE LA FARMACIA MUNICIPAL,Adjudicada,L1,Región de la Araucanía,Victoria,I MUNICIPALIDAD DE VICTORIA,3367000.0,CLP,2026-07-07,2026-07-14,2026-08-04,10,2026-08-04
