codigo,nombre,estado,tipo,region,comuna,hospital,monto_estimado,moneda,fecha_publicacion,fecha_cierre,fecha_adjudicacion,cantidad_items,date_scraped
1057389-10-LE26,SERVICIOS MEDICOS ENDOCRINOLOGIA,Cerrada,LE,Región de la Araucanía,Victoria,SERVICIO SALUD ARAUCANIA NORTE HOSPITAL VICTORIA,,CLP,2026-02-27,2026-03-16,2026-07-16,1,2026-03-17
1057489-95-LR26,CONVENIO DE SUMINISTRO DE ENGRAPADORAS LAPAROSCÓPICAS CON SISTEMA DE APLICACIÓN DE CARGAS DE TAMAÑO FIJO CON INCORPORACIÓN DE INSTRUMENTAL POR 36 MESES PARA HOSPITAL DEL SALVADOR,Publicada,LR,Región Metropolitana de Santiago,Providencia,SERVICIO DE SALUD ORIENTE HOSPITAL DEL SALVADOR,438277000.0,CLP,2026-03-16,2026-04-15,2026-08-17,1,2026-03-17
1057501-2-LE26,CONVENIO INSUMOS NEONATOLOGIA,Adjudicada,LE,Región Metropolitana de Santiago,Puente Alto,COMPLEJO ASISTENCIAL DR. SOTERO DEL RIO,,CLP,2026-01-12,2026-01-23,2026-03-16,7,2026-03-17
1058078-14-LP26,COMPRA DE DETERMINACIONES DE EXÁMENES DE QUÍMICA INCLUYENDO ELECTROLITOS PLASMÁTICOS CON EQUIPO EN COMODATO PARA EL HOSPITAL SAN JOSÉ DE MELIPILLA,Adjudicada,LP,Región Metropolitana de Santiago,Melipilla,HOSPITAL DE MELIPILLA,348000000.0,CLP,2026-02-13,2026-02-23,2026-03-16,1,2026-03-17
1063538-227-LE25,MANTENCION DE EQUIPOS MEDICOS,Adjudicada,LE,Región de los Lagos,Osorno,HOSPITAL BASE OSORNO,,CLP,2026-02-03,2026-02-10,2026-03-16,2,2026-03-17
1063538-35-LE26,MANTENCION CORRECTIVA EQUIPOS MEDICOS,Cerrada,LE,Región de los Lagos,Osorno,HOSPITAL BASE OSORNO,,CLP,2026-03-09,2026-03-16,2026-06-16,13,2026-03-17
1180922-3-LP26,ADQUISICIÓN DE 02 AMBULANCIAS 4X4 PARA ESTABLECIMIENTOS ASISTENCIALES DE LA RED DEL SERVICIO DE SALUD LOS RÍOS BASE SAMU PANGUIPULLI Y LANCO,Cerrada,LP,Región de Los Ríos,Valdivia,SERVICIO DE SALUD LOS RIOS,297857000.0,CLP,2026-02-24,2026-03-16,2026-06-15,1,2026-03-17
1641-95-LP26,NBB - SERV. PROFESIONALES Y ADMIN. DE APOYO PARA ACTIVIDADES CLINICAS DE LA SUBDIRECCION DE ENFERMERIA - ESPECIALIDADES QUIRURGICAS,Cerrada,LP,Región Metropolitana de Santiago,,SERVICIO DE SALUD OCCIDENTE HOSPITAL SAN JUAN DE DIOS,,CLP,2026-03-04,2026-03-16,2026-06-15,4,2026-03-17
1947-43-LE26,ADQUISICIÓN DE FILTROS CANISTER Y FUNDA ESTÉRIL PARA EL HOSPITAL DE NIÑOS DR. ROBERTO DEL RÍO,Publicada,LE,Región Metropolitana de Santiago,Independencia,SERVICIO DE SALUD NORTE HOSPITAL ROBERTO DEL RIO,,CLP,2026-03-16,2026-03-26,2026-04-27,2,2026-03-17
2101-39-L126,EQUIPAMIENTO MÉDICO PARA UNIDAD DE URGENCIAS,Cerrada,L1,Región del Biobío,Cañete,HOSPITAL INTERCULTURAL KALLVU LLANKA.-,2700000.0,CLP,2026-03-11,2026-03-16,2026-05-15,10,2026-03-17
2136-9-LE26,CONVENIO SUMINISTRO PARA INSUMOS Y REACTIVOS” ANALIZADOR AUTOMATIZADO MULTI PARÁMETROS,Publicada,LE,Región de los Lagos,Frutillar,SERVICIO SALUD DEL RELONCAVI,55000000.0,CLP,2026-03-16,2026-03-26,2026-04-03,27,2026-03-17
2292-36-LE25,ADQUISICION DE EQUIPOS ODONTOLOGICOS PARA EL DEPARTAMENTO DE SALUD DE TALCA,Adjudicada,LE,Región del Maule,Talca,I MUNICIPALIDAD DE TALCA,34500000.0,CLP,2026-01-07,2026-01-19,2026-03-16,4,2026-03-17
1057489-90-LE26,CONVENIO DE SUMINISTRO DE MALLA PARA HERNIA HIATAL TIPO GORE BIO A POR 36 MESES PARA HOSPITAL DEL SALVADOR,Publicada,LE,Región Metropolitana de Santiago,Providencia,SERVICIO DE SALUD ORIENTE HOSPITAL DEL SALVADOR,40000000.0,CLP,2026-03-16,2026-03-26,2026-06-10,1,2026-03-17
1057489-93-LP26,CONVENIO DE SUMINISTRO DE ENGRAPADORAS LAPAROSCÓPICAS CON SISTEMA DE APLICACIÓN DE CARGAS DE TAMAÑO VARIABLE CON INCORPORACIÓN DE INSTRUMENTAL POR 36 MESES PARA HOSPITAL DEL SALVADOR,Publicada,LP,Región Metropolitana de Santiago,Providencia,SERVICIO DE SALUD ORIENTE HOSPITAL DEL SALVADOR,311839500.0,CLP,2026-03-16,2026-04-06,2026-07-06,1,2026-03-17
1057489-96-LE26,CONVENIO DE SUMINISTRO DE DISPOSITIVO INTRANASAL BIOSABSORBIBLE LIBERADOR DE ESTEROIDES POR 36 MESES PARA HOSPITAL DEL SALVADOR.,Publicada,LE,Región Metropolitana de Santiago,Providencia,SERVICIO DE SALUD ORIENTE HOSPITAL DEL SALVADOR,66937500.0,CLP,2026-03-16,2026-03-26,2026-06-26,1,2026-03-17
1057898-12-LP26,ADQUISICIÓN DE EQUIPAMIENTO DE GINECOLOGÍA Y OBSTETRICIA PARA EL NUEVO HOSPITAL REGIONAL DE ÑUBLE,Cerrada,LP,Región del Ñuble,Chillán,SERVICIO DE SALUD NUBLE,203480000.0,CLP,2026-02-17,2026-03-16,2026-05-18,1,2026-03-17
1075963-138-LE26,CONVENIO SERVICIO TRASLADO DE MUESTRAS BIOLÓGICAS EQUIPOS MÉDICOS Y OTROS HJNC,Cerrada,LE,Región de Arica y Parinacota,Arica,SERVICIO DE SALUD ARICA HOSP DR JUAN NOE CREVANI,,CLP,2026-03-05,2026-03-16,2026-05-01,1,2026-03-17
1079596-4-LE26,ADQUISICION DE INSUMOS DE ESCRITORIO ARICA,Cerrada,LE,Región de Arica y Parinacota,Arica,DIRECCION DE LOGISTICA DE CARABINEROS,13800000.0,CLP,2026-03-05,2026-03-16,2026-04-17,39,2026-03-17
1230848-16-LE26,ADQUISICIÓN DE INSUMOS DE ESTERILIZACIÓN COMDES,Publicada,LE,Región de Antofagasta,Calama,CORPORACIÓN MUNICIPAL DE DESARROLLO SOCIAL DE CALAMA,8358400.0,CLP,2026-03-16,2026-03-30,2026-04-21,4,2026-03-17
1237328-7-LP26,SUMINISTRO INSUMOS DE ESTERILIZACIÓN 2026 - 2027,Cerrada,LP,Región de Magallanes y de la Antártica,Punta Arenas,CORP MUNICIPAL DE PUNTA ARENAS PARA LA EDUCACION SALUD Y AT AL MENOR,,CLP,2026-02-24,2026-03-16,2026-05-15,28,2026-03-17
1247197-8-LE26,ADQUISICIÓN DE BALANZAS PARA CENTROS DE SALUD,Cerrada,LE,Región Metropolitana de Santiago,Conchalí,CORP MUNICIPAL DE CONCHALI DE EDUCACION SALUD Y ATENCION DE MENORES,34610000.0,CLP,2026-03-06,2026-03-16,2026-05-04,3,2026-03-17
