codigo,nombre,estado,tipo,region,comuna,hospital,monto_estimado,moneda,fecha_publicacion,fecha_cierre,fecha_adjudicacion,cantidad_items,date_scraped
1057545-43-LP26,CONTRATACIÓN DE SERVICIOS DE MANTENCIÓN PREVENTIVA YO CORRECTIVA A EQUIPOS  MÉDICOS CRÍTICOS Y RELEVANTES PERTENECIENTES A LOS ESTABLECIMIENTOS DEPENDIENTES DEL SERVICIO DE SALUD LOS RÍOS,Cerrada,LP,Región de Los Ríos,Valdivia,SERVICIO DE SALUD LOS RIOS,290258684.0,CLP,2026-05-06,2026-05-26,2026-08-24,11,2026-05-26
1233616-36-LE26,INSUMOS Y PRODUCTOS TECNOLÓGICOS PARA EE.EE,Publicada,LE,Región del Ñuble,San Carlos,SERVICIO LOCAL DE EDUCACIÓN PÚBLICA PUNILLA CORDILLERA,46822500.0,CLP,2026-05-26,2026-06-05,2026-06-26,8,2026-05-26
2099-18-LP26,REPARACION MURO CORTINA SPIDER Y 2 PUERTAS DEL ACCESO PRINCIPAL Y 3 DE SALIDA DE EMERGENCIA DEL EDIFICIO BIOCLIMATICO DE LA SEREMI DE SALUD DE MAGALLANES Y ANTARTICA CHILENA,Cerrada,LP,Región de Magallanes y de la Antártica,Punta Arenas,SUBSECRETARIA DE SALUD PUBLICA,,CLP,2026-04-30,2026-05-26,2026-06-15,1,2026-05-26
2332-43-L126,SERVICIO DE CALIBRACIÓN E INSPECCIÓN PERIÓDICA PARA MONITORES DESFIBRILADORES Y MULTIPÁRAMETROS MULTIMARCAS DEL DEPARTAMENTO DE SALUD DE MUNICIPAL,Adjudicada,L1,Región de los Lagos,Puerto Montt,I MUNICIPALIDAD DE PUERTO MONTT,4536280.0,CLP,2026-04-29,2026-05-13,2026-05-26,2,2026-05-26
1422830-5-LP26,CONTRATO DE SUMINISTRO DE INSUMOS DE TRAUMATOLOGÍA TUTORES EXTERNOS EN CONSIGNACIÓN CON EQUIPAMIENTO E INSTRUMENTAL EN COMODATO PARA EL HOSPITAL CARLOS VAN BUREN,Publicada,LP,Región de Valparaíso,,SERVICIO NACIONAL DE SALUD HOSPITAL CARLOS VAN BUREN,,CLP,2026-05-26,2026-06-15,2026-07-28,55,2026-05-26
1514-40-LP26,CONVENIO DE SUMINISTRO POR INSUMOS DE OSTEOSÍNTESIS Y OTROS,Adjudicada,LP,Región de los Lagos,Ancud,SERVICIO DE SALUD CHILOE,,CLP,2026-03-26,2026-04-17,2026-05-26,12,2026-05-26
956-34-LE26,CONTRATACIÓN DE LOS SERVICIOS PARA LA INSTALACIÓN DE SEÑALÉTICA EN EL NUEVO HOSPITAL CLAUDIO VICUÑA PROYECTO BRECHAS N°11,Publicada,LE,Región de Valparaíso,Valparaíso,SERVICIO DE SALUD VALPARAISO SAN ANTONIO,26178810.0,CLP,2026-05-26,2026-06-12,2026-09-12,1,2026-05-26
1240099-5-LR26,CONVENIO DE SUMINISTRO DE EXÁMENES EXTERNOS DE LABORATORIO CLÍNICO 2026 DEL HOSPITAL PROVINCIAL DE OVALLE,Publicada,LR,Región de Coquimbo,,SERVICIO DE SALUD COQUIMBO HOSPITAL DE O,668000000.0,CLP,2026-05-26,2026-06-26,2026-09-07,145,2026-05-26
2202-23-L126,ADQUISICIÓN DE CALZADO Y PARKAS PARA FUNCIONARIOS DE HOSPITAL DE CURACAUTÍN.,Adjudicada,L1,Región Metropolitana de Santiago,Las Condes,SERVICIO SALUD ARAUCANIA NORTE HOSPITAL CURACAUTIN,6300000.0,CLP,2026-05-06,2026-05-11,2026-05-26,4,2026-05-26
2332-47-L126,SERVICIO DE ARRIENDO DE CONTENEDORES MARITIMOS PARA EL DEPARTAMENTO DE SALUD DE PUERTO MONTT,Adjudicada,L1,Región de los Lagos,Puerto Montt,I MUNICIPALIDAD DE PUERTO MONTT,6955550.0,CLP,2026-05-07,2026-05-14,2026-05-26,3,2026-05-26
2409-27-LE26,EQUIPOS E INSUMOS PARA ESPECIALIDAD ENFERMERÍA LICEO B-63 - EQUIPAMIENTO TP 2024,Cerrada,LE,Región del Biobío,Los Angeles,I MUNICIPALIDAD DE LOS ANGELES,17800000.0,CLP,2026-05-14,2026-05-26,2026-06-26,1,2026-05-26
4956-34-LP26,SUMINISTRO ESPECIES VEGETALES E INSUMOS JARDINERIA,Adjudicada,LP,Región Metropolitana de Santiago,Renca,I MUNICIPALIDAD DE RENCA,95200000.0,CLP,2026-04-10,2026-05-04,2026-05-26,1,2026-05-26
812261-14-LP26,SERVICIO DE EXAMENES DE MEDICINA NUCLEAR PARA EL HOSPITAL LA FLORIDA,Adjudicada,LP,Región Metropolitana de Santiago,La Florida,HOSPITAL CLINICO METROPOLITANO DE LA FLORIDA DOCTORA ELOISA DIAZ,252777624.0,CLP,2026-03-27,2026-04-20,2026-05-26,14,2026-05-26
956-33-LE26,CONTRATACION DE LOS SERVICIOS DE ATENCION PODOLOGICA DESTINADA A USUARIOS DEL PROGRAMA DE SALUD CARDIOVASCULAR CPJ Y CJMT,Publicada,LE,Región de Valparaíso,Valparaíso,SERVICIO DE SALUD VALPARAISO SAN ANTONIO,37800000.0,CLP,2026-05-26,2026-06-05,2026-09-02,1,2026-05-26
