codigo,nombre,estado,tipo,region,comuna,hospital,monto_estimado,moneda,fecha_publicacion,fecha_cierre,fecha_adjudicacion,cantidad_items,date_scraped
1057420-15-L126,ADQUISICIÓN DE SERVICIOS DE TRATAMIENTOS PERIODONTALES PARA EL HOSPITAL DE HUEPIL,Adjudicada,L1,Región del Biobío,Tucapel,SERVICIO DE SALUD BIO BIO HOSPITAL DE HU,2515140.0,CLP,2026-05-25,2026-06-02,2026-06-09,1,2026-06-09
1057512-4-LE26,SALUD INTEGRAL EN PERSONAS GESTANTES 2026,Publicada,LE,Región del Ñuble,Yungay,SERVICIO DE SALUD NUBLE HOSPITAL DE YUNG,,CLP,2026-06-09,2026-06-18,2026-06-19,1,2026-06-09
1057534-26-LE26,INSUMOS CLÍNICOS JUNIO,Publicada,LE,Región de los Lagos,Purranque,SERVICIO DE SALUD OSORNO HOSPITAL PURRANQUE,,CLP,2026-06-09,2026-06-15,2026-06-30,25,2026-06-09
1002772-58-LR26,INSUMOS PARA CIRUGÍA PEDIÁTRICA EN CONSIGNACIÓN,Publicada,LR,Región Metropolitana de Santiago,,SERVICIO SALUD OCCIDENTE HOSPITAL DR FELIX BULNES CERDA,,CLP,2026-06-09,2026-07-09,2026-09-04,6,2026-06-09
1540-66-LR26,CONVENIO SUMINISTRO DE INSUMOS DE HEMODIÁLISIS,Revocada,LR,Región de Magallanes y de la Antártica,Puerto Natales,SERVICIO DE SALUD MAGALLANES HOSPITAL DE PTO NATALES,351526327.0,CLP,2026-06-05,2026-07-06,2026-08-07,11,2026-06-09
1723-29-L126,INSUMOS AGROPECUARIOS PROGRAMAS DESARROLLO RURAL,Publicada,L1,Región de Los Ríos,Los Lagos,I MUNICIPALIDAD DE LOS LAGOS,6779945.0,CLP,2026-06-09,2026-06-16,2026-06-30,3,2026-06-09
2675-64-LE26,ADQ DE KITS SANITARIOS Y ESTANQUES VERTICALES,Publicada,LE,Región del Libertador General Bernardo O´Higgins,Mostazal,I MUNICIPALIDAD DE MOSTAZAL,11000000.0,CLP,2026-06-09,2026-06-19,2026-07-20,1,2026-06-09
3950-26-L126,COMPRA DE INSUMOS DE LABORATORIO D.S.R.,Publicada,L1,Región Metropolitana de Santiago,Santiago,DIRECCION SALUD RURAL,,CLP,2026-06-09,2026-06-15,2026-06-20,8,2026-06-09
1261592-7-LE26,ADQ. INSTRUM. MÉDICO QUIRÚRGICO CMDS ANTOFAGASTA,Desierta (o art. 3 ó 9 Ley 19.886),LE,Región de Antofagasta,Antofagasta,CORP MUNICIPAL DE DESARROLLO SOCIAL DE A,8331160.0,CLP,2026-02-19,2026-03-02,2026-06-09,1,2026-06-09
1417913-42-LP26,ADQUISICIÓN DE MEDICAMENTOS PARA FARMACIA COMUNAL,Adjudicada,LP,Región de Tarapacá,Iquique,CORP MUNICIPAL DE DESARROLLO SOCIAL DE IQUIQUE,,CLP,2026-04-22,2026-05-04,2026-06-09,42,2026-06-09
1501728-8-LE26,“CONTRATO DE SUMINISTRO SERVICIO DE INFORMES DE ELECTROCARDIOGRAMAS Y HOLTER DE PRESIÓN MAPA VÍA TELEMEDICINA PARA EL DEPARTAMENTO DE SALUD MUNICIPAL DE PICHIDEGUA”.,Publicada,LE,Región del Libertador General Bernardo O´Higgins,Pichidegua,I MUNICIPALIDAD DE PICHIDEGUA,,CLP,2026-06-09,2026-06-23,2026-06-30,1,2026-06-09
4075-12-L126,ADQUISICIÓN DE FÁRMACOS PARA FARMACIA COMUNAL DE Y,Adjudicada,L1,Región del Biobío,Yumbel,I MUNICIPALIDAD DE YUMBEL,7055500.0,CLP,2026-05-25,2026-06-02,2026-06-09,6,2026-06-09
1224957-27-LP26,ADQUISICIÓN DE UNIFORMES DE TRABAJO DESTINADOS A LOS FUNCIONARIOS DE LOS CENTROS DE SALUD CMDS ÑUÑOA,Adjudicada,LP,Región Metropolitana de Santiago,Ñuñoa,CORP MUNICIPAL DE DESARROLLO SOCIAL DE NUNOA,111798120.0,CLP,2026-05-06,2026-05-18,2026-06-09,1,2026-06-09
1057402-98-LP26,CONTRATACIÓN DEL SERVICIO DE APOYO DE MANO DE OBRA PARA EL DEPARTAMENTO DE ABASTECIMIENTO DEL HOSPITAL CLÍNICO DE MAGALLANES,Publicada,LP,Región de Magallanes y de la Antártica,,HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA,,CLP,2026-06-09,2026-06-30,2026-07-20,1,2026-06-09
1703-5-LE26,CONTRATACION DE SERVICIOS DE LAVANDERIA PARA EL HOSPITAL DR. MARIO SANCHEZ VERGARA” AÑO 2026.,Revocada,LE,Región de Valparaíso,La Calera,HOSPITAL DR MARIO SANCHEZ VERGARA LA CALERA,,CLP,2026-05-13,2026-05-25,2026-06-05,1,2026-06-09
